TransactionID,Date,StoreID,StoreType,ProductID,ProductName,Category,UnitsSold,UnitPrice,DiscountRate,SalesAmount,WasteUnits,WasteCost,IsWeekend
TX000662,2026-02-22,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,5,49.00,0.05,232.75,0,0.00,1
TX000663,2026-05-18,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,6,65.00,0.05,370.50,0,0.00,0
TX000664,2026-04-12,ST002_Sukhumvit,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,7,49.00,0.15,291.55,0,0.00,1
TX000665,2026-03-06,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,2,65.00,0.05,123.50,0,0.00,0
TX000666,2026-02-05,ST001_Siam,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,9,50.00,0.10,405.00,0,0.00,0
TX000667,2026-03-28,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,3,65.00,0.00,195.00,0,0.00,1
TX000668,2026-01-02,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,10,40.00,0.10,360.00,1,24.00,0
TX000669,2026-01-21,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,6,45.00,0.20,216.00,0,0.00,0
TX000670,2026-06-02,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,13,40.00,,416.00,0,0.00,0
TX000671,2026-06-18,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,9,69.00,0.00,621.00,0,0.00,0
TX000672,2026-02-13,ST001_Siam,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,7,59.00,0.00,413.00,0,0.00,0
TX000673,2026-01-23,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,3,49.00,,139.65,0,0.00,0
TX000674,2026-06-30,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.15,327.25,0,0.00,0
TX000675,2026-05-30,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.05,280.25,0,0.00,1
TX000676,2026-01-02,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.10,288.00,0,0.00,0
TX000677,2026-05-09,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.00,295.00,0,0.00,1
TX000678,2026-05-28,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,1,48.00,0.10,43.20,0,0.00,0
TX000679,2026-03-28,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,8,40.00,0.10,288.00,0,0.00,1
TX000680,2026-04-08,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,3,40.00,0.00,120.00,0,0.00,0
TX000681,2026-04-01,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,0
TX000682,2026-03-29,ST001_Siam,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.00,175.00,0,0.00,1
TX000683,2026-05-27,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,4,40.00,0.20,128.00,0,0.00,0
TX000684,2026-03-03,ST003_Silom,Express,PRD_BAK_004,Danish Apple,Bakery,1,50.00,0.00,50.00,2,60.00,0
TX000685,2026-01-28,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,12,55.00,0.20,528.00,0,0.00,0
TX000686,2026-01-02,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.10,283.50,0,0.00,0
TX000687,2026-05-28,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.00,240.00,0,0.00,0
TX000688,2026-03-13,ST004_Ari,Supermarket,PRD_BAK_004,Danish Apple,Bakery,8,50.00,0.15,340.00,0,0.00,0
TX000689,2026-01-09,ST005_Ladprao,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,9,59.00,0.10,477.90,0,0.00,0
TX000690,2026-04-28,ST001_Siam,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,8,35.00,0.10,252.00,0,0.00,0
TX000691,2026-01-26,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.15,250.75,0,0.00,0
TX000692,2026-03-09,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,7,69.00,0.10,434.70,0,0.00,0
TX000693,2026-04-18,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,4,59.00,0.10,212.40,2,70.80,1
TX000694,2026-02-28,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,7,69.00,0.00,483.00,0,0.00,1
TX000695,2026-02-20,ST002_Sukhumvit,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,6,40.00,0.10,216.00,0,0.00,0
TX000696,2026-06-11,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.05,199.50,0,0.00,0
TX000697,2026-05-24,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,9,45.00,0.10,364.50,0,0.00,1
TX000698,2026-06-11,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,8,48.00,0.05,364.80,0,0.00,0
TX000699,2026-05-23,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,2,59.00,0.00,118.00,0,0.00,1
TX000700,2026-05-28,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,7,40.00,0.00,280.00,0,0.00,0
TX000701,2026-03-25,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,9,48.00,0.10,388.80,0,0.00,0
TX000702,2026-02-07,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.05,152.00,0,0.00,1
TX000703,2026-04-14,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.00,330.00,0,0.00,0
TX000704,2026-06-04,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,7,69.00,0.10,434.70,0,0.00,0
TX000705,2026-05-31,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,10,48.00,0.10,432.00,0,0.00,1
TX000706,2026-03-06,ST001_Siam,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,9,50.00,0.00,450.00,0,0.00,0
TX000707,2026-05-02,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.00,315.00,0,0.00,1
TX000708,2026-06-08,ST002_Sukhumvit,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,5,55.00,0.20,220.00,0,0.00,0
TX000709,2026-02-28,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,5,69.00,,310.50,0,0.00,1
TX000710,2026-06-19,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,4,59.00,0.10,212.40,0,0.00,0
TX000711,2026-03-11,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,9,48.00,0.00,432.00,0,0.00,0
TX000712,2026-06-11,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,8,49.00,0.15,333.20,0,0.00,0
TX000713,2026-03-30,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.00,175.00,0,0.00,0
TX000714,2026-03-19,ST001_Siam,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.15,267.75,0,0.00,0
TX000715,2026-03-30,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,3,48.00,0.00,144.00,0,0.00,0
TX000716,2026-04-21,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,2,65.00,0.00,130.00,0,0.00,0
TX000717,2026-02-18,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.10,157.50,0,0.00,0
TX000718,2026-04-07,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,5,69.00,0.00,345.00,0,0.00,0
TX000719,2026-06-06,ST003_Silom,Express,PRD_PRD_001,Organic Avocado,Produce,5,69.00,0.20,276.00,0,0.00,1
TX000720,2026-02-16,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,2,69.00,0.00,138.00,0,0.00,0
TX000721,2026-03-11,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,,288.00,0,0.00,0
TX000722,2026-01-27,ST003_Silom,Express,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.00,276.00,0,0.00,0
TX000723,2026-03-01,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.00,200.00,0,0.00,1
TX000724,2026-04-06,ST004_Ari,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,5,45.00,0.05,213.75,0,0.00,0
TX000725,2026-02-07,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,10,69.00,0.10,621.00,0,0.00,1
TX000726,2026-04-08,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,10,55.00,0.20,440.00,0,0.00,0
TX000727,2026-04-24,ST002_Sukhumvit,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,2,45.00,0.00,90.00,0,0.00,0
TX000728,2026-05-02,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,6,40.00,0.05,228.00,0,0.00,1
TX000729,2026-01-11,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,1
TX000730,2026-06-20,ST002_Sukhumvit,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.00,385.00,0,0.00,1
TX000731,2026-02-12,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,3,65.00,0.00,195.00,0,0.00,0
TX000732,2026-06-26,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,5,65.00,0.00,325.00,0,0.00,0
TX000733,2026-02-10,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,4,55.00,0.20,176.00,0,0.00,0
TX000734,2026-01-16,ST003_Silom,Express,PRD_BEV_002,Organic Green Tea,Beverages,1,40.00,0.00,40.00,0,0.00,0
TX000735,2026-02-02,ST004_Ari,Supermarket,PRD_BAK_004,Danish Apple,Bakery,8,50.00,0.05,380.00,0,0.00,0
TX000736,2026-04-23,ST002_Sukhumvit,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,6,45.00,0.20,216.00,0,0.00,0
TX000737,2026-03-06,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.10,259.20,0,0.00,0
TX000738,2026-05-20,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.20,236.00,0,0.00,0
TX000739,2026-06-03,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.00,200.00,0,0.00,0
TX000740,2026-04-27,ST001_Siam,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,8,40.00,0.10,288.00,0,0.00,0
TX000741,2026-06-08,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,3,65.00,0.00,195.00,0,0.00,0
TX000742,2026-02-18,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,9,40.00,0.10,324.00,0,0.00,0
TX000743,2026-03-14,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,5,49.00,0.20,196.00,0,0.00,1
TX000744,2026-02-03,ST002_Sukhumvit,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,5,45.00,0.00,225.00,1,27.00,0
TX000745,2026-04-10,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.05,166.25,0,0.00,0
TX000746,2026-01-19,ST001_Siam,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,6,50.00,0.20,240.00,1,30.00,0
TX000747,2026-01-16,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.10,189.00,1,21.00,0
TX000748,2026-05-16,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,8,55.00,0.05,418.00,0,0.00,1
TX000749,2026-03-01,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,7,49.00,0.00,343.00,1,29.40,1
TX000750,2026-05-23,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,8,49.00,0.20,313.60,0,0.00,1
TX000751,2026-04-02,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,6,40.00,0.10,216.00,0,0.00,0
TX000752,2026-03-28,ST002_Sukhumvit,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.10,157.50,0,0.00,1
TX000753,2026-05-21,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.10,265.50,0,0.00,0
TX000754,2026-05-25,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,6,50.00,0.10,270.00,0,0.00,0
TX000755,2026-03-07,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.10,172.80,2,57.60,1
TX000756,2026-01-05,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,12,40.00,0.05,456.00,0,0.00,0
TX000757,2026-06-26,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,4,35.00,0.00,140.00,1,21.00,0
TX000758,2026-05-30,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,5,50.00,0.05,237.50,0,0.00,1
TX000759,2026-04-13,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,11,50.00,0.20,440.00,0,0.00,0
TX000760,2026-06-26,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,9,55.00,0.15,420.75,0,0.00,0
TX000761,2026-05-28,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.00,330.00,0,0.00,0
TX000762,2026-01-31,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.00,160.00,0,0.00,1
TX000763,2026-01-14,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,3,35.00,0.00,105.00,0,0.00,0
TX000764,2026-02-09,ST001_Siam,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,10,40.00,0.10,360.00,0,0.00,0
TX000765,2026-05-28,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,4,55.00,0.00,220.00,1,33.00,0
TX000766,2026-05-02,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,8,45.00,0.15,306.00,0,0.00,1
TX000767,2026-02-03,ST002_Sukhumvit,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.00,240.00,0,0.00,0
TX000768,2026-02-20,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,7,65.00,0.00,455.00,0,0.00,0
TX000769,2026-05-28,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,11,55.00,0.20,484.00,0,0.00,0
TX000770,2026-02-18,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,3,59.00,0.15,150.45,1,35.40,0
TX000771,2026-04-24,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,11,40.00,0.10,396.00,0,0.00,0
TX000772,2026-01-22,ST001_Siam,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.00,315.00,0,0.00,0
TX000773,2026-03-15,ST001_Siam,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,10,59.00,0.20,472.00,0,0.00,1
TX000774,2026-05-18,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,5,50.00,0.15,212.50,0,0.00,0
TX000775,2026-05-04,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,9,40.00,0.20,288.00,0,0.00,0
TX000776,2026-01-12,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,3,40.00,0.00,120.00,2,48.00,0
TX000777,2026-06-17,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.10,297.00,0,0.00,0
TX000778,2026-06-18,ST003_Silom,Express,PRD_BAK_002,Whole Wheat Bread,Bakery,3,55.00,0.00,165.00,3,99.00,0
TX000779,2026-05-11,ST001_Siam,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,9,59.00,0.10,477.90,0,0.00,0
TX000780,2026-04-28,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,5,45.00,0.00,225.00,1,27.00,0
TX000781,2026-02-10,ST001_Siam,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,9,59.00,0.20,424.80,0,0.00,0
TX000782,2026-03-02,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.00,276.00,0,0.00,0
TX000783,2026-01-08,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.00,276.00,2,82.80,0
TX000784,2026-04-08,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.00,200.00,0,0.00,0
TX000785,2026-04-20,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,3,65.00,0.05,185.25,0,0.00,0
TX000786,2026-06-25,ST002_Sukhumvit,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.05,190.00,0,0.00,0
TX000787,2026-02-04,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,10,40.00,0.20,320.00,0,0.00,0
TX000788,2026-01-31,ST002_Sukhumvit,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,3,59.00,0.00,177.00,0,0.00,1
TX000789,2026-04-16,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,0.10,372.60,0,0.00,0
TX000790,2026-02-08,ST002_Sukhumvit,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,2,55.00,0.00,110.00,1,33.00,1
TX000791,2026-05-26,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,7,50.00,0.15,297.50,0,0.00,0
TX000792,2026-04-02,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.00,192.00,0,0.00,0
TX000793,2026-04-10,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.00,192.00,0,0.00,0
TX000794,2026-04-15,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,8,69.00,0.10,496.80,0,0.00,0
TX000795,2026-02-15,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,8,65.00,0.10,468.00,0,0.00,1
TX000796,2026-03-05,ST004_Ari,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,2,49.00,0.00,98.00,0,0.00,0
TX000797,2026-05-27,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.00,175.00,0,0.00,0
TX000798,2026-01-11,ST002_Sukhumvit,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.10,189.00,0,0.00,1
TX000799,2026-01-13,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,0.10,372.60,0,0.00,0
TX000800,2026-03-15,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.10,180.00,0,0.00,1
TX000801,2026-04-29,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,10,55.00,0.20,440.00,0,0.00,0
TX000802,2026-05-30,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,7,40.00,0.10,252.00,0,0.00,1
TX000803,2026-02-21,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.05,313.50,0,0.00,1
TX000804,2026-02-11,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.00,330.00,1,33.00,0
TX000805,2026-05-11,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.10,288.00,0,0.00,0
TX000806,2026-06-18,ST002_Sukhumvit,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,4,40.00,0.00,160.00,1,24.00,0
TX000807,2026-04-25,ST003_Silom,Express,PRD_BEV_002,Organic Green Tea,Beverages,2,40.00,0.00,80.00,2,48.00,1
TX000808,2026-03-06,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,9,48.00,0.10,388.80,0,0.00,0
TX000809,2026-01-02,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,7,48.00,0.00,336.00,0,0.00,0
TX000810,2026-06-03,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,9,45.00,0.00,405.00,0,0.00,0
TX000811,2026-06-10,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,7,50.00,0.00,350.00,0,0.00,0
TX000812,2026-01-09,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,8,65.00,0.05,494.00,0,0.00,0
TX000813,2026-01-28,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,3,40.00,0.00,120.00,0,0.00,0
TX000814,2026-05-24,ST002_Sukhumvit,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,3,48.00,0.05,136.80,0,0.00,1
TX000815,2026-03-18,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,6,59.00,0.10,318.60,0,0.00,0
TX000816,2026-05-01,ST002_Sukhumvit,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,4,55.00,0.20,176.00,0,0.00,0
TX000817,2026-04-16,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,10,50.00,0.20,400.00,0,0.00,0
TX000818,2026-05-16,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,8,48.00,0.05,364.80,0,0.00,1
TX000819,2026-03-08,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,9,65.00,0.05,555.75,0,0.00,1
TX000820,2026-05-08,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.15,170.00,0,0.00,0
TX000821,2026-02-19,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,4,55.00,0.00,220.00,0,0.00,0
TX000822,2026-06-07,ST004_Ari,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,5,49.00,0.00,245.00,0,0.00,1
TX000823,2026-06-13,ST002_Sukhumvit,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.20,252.00,0,0.00,1
TX000824,2026-05-10,ST005_Ladprao,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,8,59.00,0.00,472.00,1,35.40,1
TX000825,2026-01-08,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,6,50.00,0.05,285.00,0,0.00,0
TX000826,2026-05-03,ST004_Ari,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.20,252.00,0,0.00,1
TX000827,2026-03-27,ST004_Ari,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,7,49.00,0.20,274.40,0,0.00,0
TX000828,2026-05-25,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,4,35.00,0.00,140.00,0,0.00,0
TX000829,2026-04-01,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,10,40.00,0.05,380.00,0,0.00,0
TX000830,2026-04-07,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.15,272.00,0,0.00,0
TX000831,2026-03-20,ST003_Silom,Express,PRD_BAK_001,Croissant Butter,Bakery,3,45.00,0.05,128.25,0,0.00,0
TX000832,2026-03-02,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.05,182.40,0,0.00,0
TX000833,2026-02-21,ST001_Siam,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,8,48.00,0.00,384.00,0,0.00,1
TX000834,2026-02-09,ST002_Sukhumvit,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.10,265.50,0,0.00,0
TX000835,2026-01-26,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.00,200.00,0,0.00,0
TX000836,2026-04-10,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.00,330.00,0,0.00,0
TX000837,2026-03-27,ST004_Ari,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,5,45.00,0.00,225.00,0,0.00,0
TX000838,2026-03-21,ST001_Siam,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,7,65.00,0.05,432.25,0,0.00,1
TX000839,2026-05-17,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,3,48.00,0.00,144.00,2,57.60,1
TX000840,2026-05-24,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.00,385.00,0,0.00,1
TX000841,2026-03-11,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,0.15,351.90,0,0.00,0
TX000842,2026-04-24,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,7,40.00,0.00,280.00,0,0.00,0
TX000843,2026-01-28,ST004_Ari,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,4,45.00,0.00,180.00,0,0.00,0
TX000844,2026-06-26,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,5,65.00,0.05,308.75,0,0.00,0
TX000845,2026-06-21,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.10,346.50,0,0.00,1
TX000846,2026-01-25,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,0.20,331.20,0,0.00,1
TX000847,2026-05-01,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,6,50.00,0.00,300.00,0,0.00,0
