CustomerID,Age,Gender,MembershipTier,TenureMonths,RecencyDays,Frequency,MonetaryTotal,AvgBasketSize,ComplaintCount,Churn
CUST_01398,24,F,Bronze,20,24,3,1057.72,352.57,1,0
CUST_01399,52,Other,Gold,2,13,16,16951.25,1059.45,0,0
CUST_01400,32,Other,Silver,1,1,9,6005.87,667.32,0,0
CUST_01401,29,M,Gold,1,9,19,24147.57,1270.92,0,0
CUST_01402,38,M,Silver,1,1,7,4035.10,576.44,1,0
CUST_01403,45,F,Bronze,24,3,3,1221.33,407.11,1,1
CUST_01404,41,F,Bronze,3,11,6,2348.77,391.46,0,0
CUST_01405,39,F,Gold,5,9,7,8527.90,1218.27,0,0
CUST_01406,42,F,Gold,3,33,18,21386.45,1188.14,1,0
CUST_01407,44,Other,Bronze,26,8,4,1014.98,253.75,1,0
CUST_01408,31,F,Silver,23,21,8,4507.60,563.45,1,0
CUST_01409,22,F,Bronze,15,25,2,624.35,312.18,1,0
CUST_01410,40,Other,Bronze,8,80,3,998.80,332.93,1,1
CUST_01411,38,F,Bronze,5,25,3,1611.29,537.10,1,0
CUST_01412,18,F,Bronze,34,29,4,1856.69,464.17,2,0
CUST_01413,47,Other,Bronze,4,5,3,835.06,278.35,0,0
CUST_01414,25,Other,Gold,24,4,10,13549.95,1355.00,1,0
CUST_01415,43,F,Bronze,1,25,3,1370.62,456.87,0,0
CUST_01416,20,M,Bronze,50,8,2,589.24,294.62,0,0
CUST_01417,57,M,Silver,2,20,8,4555.74,569.47,0,0
CUST_01418,22,M,Bronze,35,28,3,1034.51,344.84,0,0
CUST_01419,42,F,Bronze,12,5,5,1990.18,398.04,0,0
CUST_01420,41,M,Silver,9,16,3,1369.92,456.64,0,0
CUST_01421,36,F,Bronze,2,8,2,802.85,401.43,0,0
CUST_01422,30,M,Gold,24,119,17,17682.45,1040.14,0,1
CUST_01423,18,F,Silver,11,34,10,4472.45,447.25,0,0
CUST_01424,42,M,Silver,19,120,11,8730.70,793.70,1,1
CUST_01425,34,Other,Bronze,72,1,5,1700.62,340.12,0,0
CUST_01426,41,M,Bronze,7,37,4,1823.35,455.84,0,0
CUST_01427,35,F,Bronze,4,89,5,2082.92,416.58,2,1
CUST_01428,46,M,Silver,1,1,3,1307.85,435.95,0,0
CUST_01429,59,M,Silver,1,120,6,4186.43,697.74,0,1
CUST_01430,22,Other,Silver,26,1,6,3270.10,545.02,2,1
CUST_01431,46,M,Gold,46,12,18,20524.23,1140.23,0,0
CUST_01432,31,F,Bronze,33,5,3,764.34,254.78,0,0
CUST_01433,66,F,Bronze,1,1,1,162.90,162.90,1,1
CUST_01434,42,Other,Bronze,1,38,3,1428.44,476.15,1,1
CUST_01435,39,Other,Bronze,20,65,4,1935.82,483.95,0,1
CUST_01436,42,Other,Silver,19,8,7,5826.56,832.37,1,0
CUST_01437,28,Other,Bronze,47,5,5,1219.63,243.93,1,0
CUST_01438,42,F,Bronze,27,2,3,1373.35,457.78,0,0
CUST_01439,43,Other,Platinum,3,25,23,59241.84,2575.73,0,0
CUST_01440,46,M,Bronze,16,14,4,1361.47,340.37,0,0
CUST_01441,34,M,Bronze,19,33,4,1535.14,383.79,0,0
CUST_01442,37,Other,Silver,14,30,7,4369.80,624.26,1,0
CUST_01443,27,Other,Bronze,1,11,3,869.95,289.98,0,0
CUST_01444,28,M,Bronze,8,17,5,2461.57,492.31,0,0
CUST_01445,,M,Bronze,19,12,4,1814.70,453.68,0,1
CUST_01446,46,Other,Gold,2,6,15,21496.59,1433.11,0,0
CUST_01447,43,Other,Silver,27,2,6,5949.32,991.55,0,0
CUST_01448,34,M,Platinum,29,2,23,56737.54,2466.85,0,0
CUST_01449,32,M,Gold,19,3,14,17986.35,1284.74,0,0
CUST_01450,46,M,Gold,13,11,15,14191.49,946.10,0,0
CUST_01451,55,M,Silver,29,6,8,5571.11,696.39,0,0
CUST_01452,27,M,Bronze,61,71,2,841.94,420.97,0,0
CUST_01453,39,M,Bronze,18,68,3,972.29,324.10,1,0
CUST_01454,30,F,Gold,1,1,15,19321.43,1288.10,0,0
CUST_01455,45,F,Silver,36,3,7,4667.05,666.72,0,0
CUST_01456,34,M,Bronze,38,3,5,2056.00,411.20,0,0
CUST_01457,36,F,Gold,12,60,14,11285.24,806.09,0,0
CUST_01458,20,Other,Bronze,4,27,3,1084.06,361.35,0,0
CUST_01459,39,Other,Silver,6,10,11,6566.90,596.99,1,0
CUST_01460,22,F,Silver,5,21,6,3775.40,629.23,0,0
CUST_01461,27,M,Gold,13,40,10,9891.79,989.18,0,0
CUST_01462,30,M,Gold,8,56,16,22115.02,1382.19,0,0
CUST_01463,40,F,Bronze,41,1,5,1562.10,312.42,1,0
CUST_01464,35,F,Silver,34,8,5,2894.99,579.00,2,0
CUST_01465,28,F,Silver,20,6,11,7837.84,712.53,1,0
CUST_01466,38,M,Silver,6,31,6,2881.98,480.33,2,1
CUST_01467,,M,Gold,15,1,14,18612.90,1329.49,1,0
CUST_01468,36,F,Bronze,25,6,4,1853.24,463.31,1,0
CUST_01469,41,F,Bronze,13,41,4,1304.96,326.24,0,0
CUST_01470,45,F,Gold,21,22,18,19752.17,1097.34,0,0
CUST_01471,41,M,Bronze,11,65,4,1587.97,396.99,1,1
CUST_01472,46,F,Silver,72,1,6,3972.69,662.12,1,0
CUST_01473,42,Other,Bronze,1,18,5,2230.79,446.16,0,0
CUST_01474,50,F,Silver,18,5,9,4855.25,539.47,0,0
CUST_01475,53,F,Silver,18,14,8,4725.51,590.69,1,0
CUST_01476,30,F,Silver,8,87,5,2869.86,573.97,1,1
CUST_01477,44,M,Gold,7,40,13,16652.45,1280.96,1,1
CUST_01478,,Other,Gold,6,11,11,11171.64,1015.60,0,0
CUST_01479,37,M,Bronze,17,60,2,958.36,479.18,0,0
CUST_01480,27,F,Bronze,19,26,4,1526.87,381.72,0,1
CUST_01481,18,Other,Bronze,14,13,3,1465.61,488.54,1,1
CUST_01482,42,M,Silver,20,14,8,3730.19,466.27,1,0
CUST_01483,38,Other,Silver,13,22,9,6424.29,713.81,0,0
CUST_01484,35,M,Bronze,12,2,5,2193.79,438.76,0,0
CUST_01485,45,M,Gold,5,34,13,11170.97,859.31,0,0
CUST_01486,43,M,Bronze,19,17,4,1214.63,303.66,1,1
CUST_01487,54,F,Silver,14,40,7,3716.81,530.97,0,1
CUST_01488,57,F,Bronze,1,8,2,952.02,476.01,0,0
CUST_01489,29,M,Bronze,28,6,4,1603.81,400.95,0,0
CUST_01490,33,F,Platinum,43,16,38,100616.09,2647.79,0,0
CUST_01491,18,M,Silver,12,22,4,2825.79,706.45,1,0
CUST_01492,34,M,Bronze,2,1,4,1383.02,345.75,0,0
CUST_01493,28,F,Bronze,20,50,3,1177.94,392.65,0,0
CUST_01494,49,Other,Bronze,1,14,6,2340.76,390.13,0,0
CUST_01495,50,M,Bronze,27,11,4,1691.58,422.89,0,0
CUST_01496,18,Other,Platinum,21,32,28,92689.80,3310.35,0,0
CUST_01497,18,M,Bronze,13,29,4,1583.77,395.94,0,0
CUST_01498,44,Other,Silver,52,105,9,6389.35,709.93,1,1
CUST_01499,40,Other,Silver,5,1,8,6263.97,783.00,0,0
CUST_01500,29,F,Silver,33,38,9,6289.71,698.86,0,1
CUST_01501,50,F,Bronze,53,1,5,2335.18,467.04,0,0
CUST_01502,52,Other,Bronze,72,5,5,2232.63,446.53,0,0
CUST_01503,18,Other,Silver,9,32,7,3640.61,520.09,0,0
CUST_01504,32,M,Gold,37,22,12,22676.42,1889.70,0,0
CUST_01505,37,F,Bronze,17,36,3,1384.41,461.47,1,1
CUST_01506,24,F,Bronze,41,8,2,867.89,433.94,1,0
CUST_01507,50,Other,Gold,4,18,11,9438.61,858.06,0,0
CUST_01508,37,M,Bronze,4,10,4,1248.08,312.02,1,1
CUST_01509,31,Other,Bronze,13,6,5,1776.64,355.33,1,0
CUST_01510,36,M,Silver,6,8,7,5894.25,842.04,1,0
CUST_01511,59,F,Bronze,11,60,5,2547.92,509.58,1,1
CUST_01512,34,F,Bronze,2,18,2,431.63,215.81,2,1
CUST_01513,50,M,Bronze,15,31,4,1580.23,395.06,1,0
CUST_01514,47,F,Bronze,69,5,4,1625.77,406.44,1,0
CUST_01515,27,F,Silver,5,75,9,7383.13,820.35,0,1
CUST_01516,41,M,Silver,1,58,9,5525.85,613.98,0,1
CUST_01517,29,M,Bronze,11,50,3,1604.77,534.92,0,1
CUST_01518,30,M,Bronze,25,14,3,834.06,278.02,0,0
CUST_01519,,F,Bronze,2,18,5,2275.61,455.12,0,0
CUST_01520,18,F,Silver,14,15,6,5030.89,838.48,0,0
CUST_01521,41,F,Platinum,28,15,35,115031.26,3286.61,0,0
CUST_01522,,F,Silver,11,17,7,4517.16,645.31,0,0
CUST_01523,43,F,Gold,22,8,13,17227.30,1325.18,1,0
CUST_01524,47,Other,Silver,31,27,7,4952.51,707.50,0,0
CUST_01525,35,F,Silver,15,16,5,2521.61,504.32,1,0
CUST_01526,28,M,Bronze,16,28,4,1300.27,325.07,0,0
CUST_01527,55,F,Bronze,31,8,4,1813.81,453.45,1,0
CUST_01528,,Other,Bronze,32,21,2,767.31,383.65,0,0
CUST_01529,54,M,Silver,9,35,8,4270.92,533.87,1,0
CUST_01530,40,Other,Bronze,1,30,3,1340.26,446.75,0,1
CUST_01531,26,Other,Bronze,5,15,4,1347.03,336.76,1,0
CUST_01532,39,Other,Silver,7,56,9,5398.16,599.80,0,0
CUST_01533,45,F,Platinum,22,64,26,71586.22,2753.32,0,0
CUST_01534,38,F,Bronze,72,17,3,1354.80,451.60,1,0
CUST_01535,28,Other,Bronze,35,22,3,1322.49,440.83,1,0
CUST_01536,40,Other,Silver,2,19,8,4972.78,621.60,0,0
CUST_01537,42,F,Silver,7,5,8,6524.52,815.57,1,0
CUST_01538,35,Other,Silver,72,9,3,1449.71,483.24,1,0
CUST_01539,39,F,Bronze,1,32,1,301.35,301.35,0,0
CUST_01540,25,Other,Bronze,50,48,3,1072.29,357.43,0,0
CUST_01541,40,M,Bronze,14,71,5,1920.05,384.01,0,1
CUST_01542,46,F,Silver,9,2,8,5332.48,666.56,0,0
CUST_01543,18,F,Platinum,20,14,23,71822.52,3122.72,0,0
CUST_01544,42,M,Gold,33,51,7,9406.05,1343.72,0,0
CUST_01545,64,Other,Silver,4,37,10,6589.28,658.93,2,1
CUST_01546,25,M,Platinum,1,21,18,46434.81,2579.71,0,0
CUST_01547,26,M,Silver,25,2,8,5618.80,702.35,0,0
CUST_01548,26,F,Silver,14,79,8,4557.56,569.70,1,1
CUST_01549,36,Other,Silver,38,38,7,5641.77,805.97,2,1
CUST_01550,27,Other,Gold,13,21,16,17606.10,1100.38,0,0
CUST_01551,47,F,Silver,18,28,7,4017.68,573.95,0,1
CUST_01552,20,Other,Silver,2,10,6,3037.18,506.20,0,0
CUST_01553,43,F,Silver,3,20,6,4830.65,805.11,0,0
CUST_01554,60,M,Bronze,10,55,2,786.07,393.04,0,0
CUST_01555,56,Other,Platinum,35,50,28,61031.99,2179.71,0,0
CUST_01556,60,Other,Bronze,1,26,5,1905.31,381.06,0,0
CUST_01557,24,Other,Platinum,14,54,19,37991.62,1999.56,0,1
CUST_01558,44,F,Bronze,1,52,4,1493.48,373.37,0,0
CUST_01559,28,F,Silver,62,12,6,3453.88,575.65,0,0
CUST_01560,44,F,Gold,18,1,11,13579.73,1234.52,0,0
CUST_01561,46,M,Gold,42,26,23,23805.79,1035.03,0,0
CUST_01562,39,Other,Silver,72,29,12,6300.08,525.01,2,0
CUST_01563,38,Other,Platinum,8,13,18,43034.92,2390.83,0,0
CUST_01564,53,M,Silver,5,11,5,3221.24,644.25,1,0
CUST_01565,61,Other,Gold,7,51,8,10610.54,1326.32,1,1
CUST_01566,32,F,Silver,47,26,11,9045.95,822.36,0,0
CUST_01567,44,M,Silver,4,1,13,7473.66,574.90,0,0
CUST_01568,59,M,Bronze,26,26,3,1182.05,394.02,0,0
CUST_01569,37,Other,Bronze,16,10,4,1241.88,310.47,0,0
CUST_01570,36,Other,Bronze,3,7,4,1039.04,259.76,0,1
CUST_01571,33,Other,Gold,15,29,23,16029.69,696.94,0,0
CUST_01572,47,Other,Gold,7,24,14,15816.40,1129.74,0,0
CUST_01573,47,M,Bronze,1,3,4,1510.22,377.56,0,0
CUST_01574,43,M,Bronze,4,1,5,2330.36,466.07,0,0
CUST_01575,29,M,Silver,32,10,4,3331.99,833.00,1,0
CUST_01576,38,F,Bronze,36,12,4,1654.85,413.71,1,0
CUST_01577,43,F,Gold,7,29,11,10143.79,922.16,0,0
CUST_01578,33,M,Platinum,5,35,19,59170.74,3114.25,0,0
CUST_01579,29,F,Silver,41,9,7,4924.40,703.49,0,0
CUST_01580,30,M,Bronze,3,46,1,336.21,336.21,0,1
CUST_01581,44,F,Silver,31,11,7,3260.43,465.78,1,0
CUST_01582,18,F,Gold,1,7,18,30261.10,1681.17,1,0
CUST_01583,53,F,Bronze,4,23,4,1464.22,366.06,0,0
CUST_01584,18,M,Silver,50,9,5,3819.57,763.91,0,0
CUST_01585,50,Other,Silver,9,6,10,7547.68,754.77,0,0
CUST_01586,42,Other,Gold,13,1,8,5859.01,732.38,0,0
CUST_01587,41,Other,Gold,9,11,16,20558.61,1284.91,0,0
CUST_01588,44,M,Bronze,8,11,4,1686.07,421.52,1,1
CUST_01589,22,Other,Bronze,40,18,3,1052.69,350.90,0,0
CUST_01590,20,F,Gold,20,48,20,20740.14,1037.01,0,0
CUST_01591,39,F,Silver,2,27,8,4670.19,583.77,0,0
CUST_01592,46,F,Gold,12,46,7,9864.22,1409.17,1,0
CUST_01593,18,F,Bronze,16,7,4,1410.11,352.53,0,0
CUST_01594,19,F,Gold,8,20,16,17371.94,1085.75,0,0
CUST_01595,48,Other,Bronze,35,1,2,752.55,376.27,0,0
CUST_01596,48,Other,Gold,5,17,18,14754.89,819.72,0,0
CUST_01597,,Other,Bronze,9,35,4,1940.43,485.11,1,1
CUST_01598,41,M,Bronze,21,28,2,743.09,371.55,0,0
CUST_01599,41,F,Bronze,39,44,2,675.88,337.94,0,1
CUST_01600,34,M,Bronze,1,9,4,1602.17,400.54,0,0
CUST_01601,32,F,Gold,24,28,17,26437.65,1555.16,0,0
CUST_01602,40,M,Gold,4,20,11,12645.84,1149.62,0,0
CUST_01603,38,F,Silver,12,30,9,5110.21,567.80,0,0
CUST_01604,35,Other,Silver,27,84,8,6182.69,772.84,0,1
CUST_01605,25,Other,Silver,32,9,10,7110.85,711.09,1,0
CUST_01606,52,F,Silver,28,9,10,6425.98,642.60,1,0
CUST_01607,30,F,Silver,10,17,9,5959.13,662.13,1,0
CUST_01608,38,M,Gold,33,6,10,11305.28,1130.53,0,0
CUST_01609,23,Other,Bronze,1,11,5,1945.68,389.14,1,0
CUST_01610,29,F,Bronze,2,29,4,1982.36,495.59,0,0
CUST_01611,46,M,Gold,3,13,16,19177.73,1198.61,0,0
CUST_01612,41,F,Silver,3,27,6,3439.53,573.25,1,1
CUST_01613,55,F,Gold,9,16,14,18615.30,1329.66,0,0
CUST_01614,28,M,Gold,4,20,17,20943.78,1231.99,0,1
CUST_01615,23,Other,Bronze,23,29,4,1765.89,441.47,1,0
CUST_01616,54,Other,Bronze,18,16,5,2217.92,443.58,0,0
CUST_01617,40,Other,Platinum,2,2,22,44642.00,2029.18,0,0
CUST_01618,43,F,Silver,10,21,8,6249.46,781.18,0,1
CUST_01619,31,Other,Silver,32,18,9,5830.30,647.81,1,0
CUST_01620,23,M,Bronze,36,2,4,1694.76,423.69,1,0
CUST_01621,48,Other,Bronze,17,27,3,1620.17,540.06,0,1
CUST_01622,42,Other,Bronze,35,2,5,1301.93,260.39,1,0
CUST_01623,57,M,Gold,24,34,13,18948.70,1457.59,0,0
CUST_01624,49,F,Silver,40,18,6,3515.01,585.84,0,0
CUST_01625,18,F,Silver,2,5,11,7897.86,717.99,0,0
CUST_01626,44,F,Bronze,4,102,5,2192.65,438.53,2,1
CUST_01627,18,M,Bronze,1,47,4,1366.94,341.74,1,1
CUST_01628,43,M,Bronze,26,17,4,1346.75,336.69,1,0
CUST_01629,27,Other,Gold,2,16,7,7914.86,1130.69,1,0
CUST_01630,54,M,Bronze,29,1,3,837.61,279.20,0,0
CUST_01631,54,M,Gold,36,57,17,21997.08,1293.95,0,0
CUST_01632,45,F,Silver,9,21,11,7072.84,642.99,1,0
CUST_01633,28,F,Bronze,4,1,3,1163.21,387.74,2,0
CUST_01634,20,Other,Bronze,15,29,3,977.98,325.99,2,1
CUST_01635,21,F,Silver,24,23,4,2711.48,677.87,1,0
CUST_01636,44,F,Bronze,12,1,5,2165.17,433.03,2,0
CUST_01637,26,F,Bronze,19,30,4,1989.87,497.47,0,0
CUST_01638,41,M,Bronze,17,52,4,1637.03,409.26,0,0
CUST_01639,43,F,Bronze,6,1,3,1221.24,407.08,0,0
CUST_01640,47,Other,Gold,5,27,20,22618.45,1130.92,0,0
CUST_01641,38,Other,Bronze,9,30,3,1245.70,415.23,0,0
CUST_01642,47,M,Bronze,29,8,4,1417.61,354.40,1,0
CUST_01643,44,F,Bronze,31,3,4,2008.95,502.24,0,0
CUST_01644,18,M,Gold,19,43,14,21155.84,1511.13,0,0
CUST_01645,36,Other,Platinum,1,78,33,76661.48,2323.08,1,0
CUST_01646,48,F,Gold,15,6,13,14257.01,1096.69,0,0
CUST_01647,28,F,Silver,1,24,6,4069.49,678.25,2,1
CUST_01648,43,M,Bronze,3,34,3,1121.23,373.74,1,0
CUST_01649,30,F,Bronze,11,2,3,1408.83,469.61,0,0
CUST_01650,36,M,Gold,3,7,10,9815.62,981.56,0,0
CUST_01651,36,M,Bronze,30,1,4,1637.35,409.34,0,0
CUST_01652,48,Other,Platinum,16,52,19,58510.52,3079.50,0,0
CUST_01653,18,M,Bronze,4,22,4,1702.74,425.69,0,0
CUST_01654,47,F,Bronze,25,40,4,1431.60,357.90,1,0
CUST_01655,67,Other,Silver,18,27,5,2560.54,512.11,0,0
CUST_01656,27,M,Silver,11,47,6,2910.61,485.10,0,0
CUST_01657,58,Other,Bronze,1,1,4,1549.79,387.45,0,0
CUST_01658,32,F,Bronze,11,11,1,318.56,318.56,0,0
CUST_01659,36,F,Silver,8,27,5,3158.34,631.67,2,0
CUST_01660,28,M,Silver,18,14,3,1874.77,624.92,0,0
CUST_01661,27,Other,Bronze,9,48,5,1079.93,215.99,0,0
CUST_01662,49,M,Gold,28,14,19,15807.04,831.95,0,0
CUST_01663,39,F,Gold,7,98,13,14647.01,1126.69,0,1
CUST_01664,19,M,Gold,6,120,15,21339.56,1422.64,0,1
CUST_01665,,Other,Bronze,14,1,4,1318.15,329.54,1,0
CUST_01666,39,F,Gold,2,19,14,14628.30,1044.88,0,0
CUST_01667,42,Other,Gold,35,3,21,30549.78,1454.75,0,0
CUST_01668,38,F,Bronze,9,1,3,1221.91,407.30,1,0
CUST_01669,41,M,Silver,16,34,10,6315.33,631.53,0,0
CUST_01670,42,M,Silver,1,31,9,5833.40,648.16,0,0
CUST_01671,45,M,Silver,39,4,6,3539.19,589.87,0,0
CUST_01672,21,Other,Silver,43,61,7,3234.70,462.10,0,0
CUST_01673,39,M,Silver,18,70,6,4555.73,759.29,0,1
CUST_01674,44,M,Gold,36,81,20,25157.55,1257.88,0,0
CUST_01675,36,F,Bronze,36,13,4,1360.48,340.12,1,0
CUST_01676,46,M,Gold,18,5,16,18242.17,1140.14,0,0
CUST_01677,29,F,Gold,8,11,13,13278.30,1021.41,0,0
CUST_01678,39,M,Silver,9,7,13,12035.36,925.80,0,0
CUST_01679,18,Other,Silver,44,35,11,7402.89,672.99,0,0
CUST_01680,33,F,Silver,30,21,7,4568.77,652.68,0,0
CUST_01681,32,Other,Silver,9,9,5,3966.57,793.31,1,0
CUST_01682,44,M,Bronze,1,32,6,1808.52,301.42,0,1
CUST_01683,30,Other,Bronze,22,33,3,851.04,283.68,1,0
CUST_01684,,Other,Bronze,8,3,3,621.12,207.04,1,0
CUST_01685,35,Other,Bronze,4,6,3,1102.65,367.55,0,0
CUST_01686,37,M,Gold,20,24,15,10945.92,729.73,1,1
CUST_01687,58,Other,Bronze,1,16,4,1303.47,325.87,0,0
CUST_01688,37,Other,Bronze,5,8,5,1835.59,367.12,1,0
CUST_01689,37,Other,Gold,3,32,15,18850.91,1256.73,0,0
CUST_01690,59,Other,Silver,35,13,10,8820.99,882.10,0,0
CUST_01691,44,M,Bronze,20,1,4,1339.20,334.80,1,0
CUST_01692,29,F,Bronze,54,68,4,1566.77,391.69,0,1
CUST_01693,28,Other,Gold,1,21,13,13450.99,1034.69,1,0
CUST_01694,56,M,Bronze,29,45,7,2913.88,416.27,0,0
CUST_01695,43,F,Silver,6,35,10,5026.80,502.68,0,0
CUST_01696,44,Other,Bronze,5,12,4,1492.86,373.21,1,0
CUST_01697,42,Other,Gold,15,34,14,17080.70,1220.05,1,1
CUST_01698,44,Other,Bronze,11,5,3,1221.99,407.33,0,0
CUST_01699,38,Other,Bronze,3,1,4,1719.61,429.90,0,0
CUST_01700,34,Other,Bronze,22,56,5,1309.00,261.80,0,0
CUST_01701,31,M,Silver,24,30,11,7353.28,668.48,2,1
CUST_01702,48,F,Silver,1,13,9,3934.64,437.18,0,0
CUST_01703,23,Other,Gold,29,1,17,29374.99,1727.94,0,0
CUST_01704,26,F,Bronze,25,45,4,1410.31,352.58,0,1
CUST_01705,50,M,Silver,9,17,10,7892.76,789.28,1,0
CUST_01706,48,Other,Gold,32,21,13,14311.20,1100.86,0,0
CUST_01707,18,Other,Bronze,1,10,4,1575.02,393.75,1,0
CUST_01708,47,F,Gold,14,15,13,15072.70,1159.44,0,0
CUST_01709,25,M,Silver,17,33,4,2591.29,647.82,1,0
CUST_01710,34,M,Bronze,22,1,3,1018.96,339.65,0,0
CUST_01711,36,Other,Platinum,9,40,20,57224.16,2861.21,0,0
CUST_01712,38,M,Gold,39,7,15,21486.94,1432.46,0,0
CUST_01713,51,M,Gold,18,89,16,16232.95,1014.56,0,1
CUST_01714,39,M,Bronze,33,14,4,1762.59,440.65,1,0
CUST_01715,20,M,Bronze,21,60,3,815.32,271.77,0,1
CUST_01716,49,F,Gold,2,22,14,24649.83,1760.70,0,0
CUST_01717,36,M,Silver,16,27,7,2770.46,395.78,1,0
CUST_01718,38,M,Bronze,22,7,4,1923.99,481.00,0,0
CUST_01719,38,Other,Silver,6,22,9,5869.87,652.21,0,0
CUST_01720,45,M,Bronze,4,11,3,1450.14,483.38,1,0
CUST_01721,42,F,Bronze,23,17,3,1202.30,400.77,0,0
CUST_01722,43,M,Gold,7,29,10,14988.83,1498.88,1,0
CUST_01723,29,F,Silver,3,19,5,4354.44,870.89,0,0
CUST_01724,35,Other,Silver,10,32,8,4380.77,547.60,0,0
CUST_01725,35,M,Bronze,29,6,4,2007.98,502.00,0,0
CUST_01726,31,F,Bronze,4,69,4,1397.25,349.31,1,1
CUST_01727,20,Other,Silver,5,30,4,2816.61,704.15,0,0
CUST_01728,34,Other,Gold,47,13,19,21774.77,1146.04,0,0
CUST_01729,28,M,Bronze,5,13,3,1160.37,386.79,0,0
CUST_01730,36,M,Bronze,16,6,4,1404.88,351.22,0,0
CUST_01731,30,F,Bronze,2,38,4,1587.05,396.76,0,0
CUST_01732,34,M,Bronze,13,35,3,1181.26,393.75,0,0
CUST_01733,26,F,Silver,13,7,8,5013.93,626.74,0,0
CUST_01734,35,F,Gold,3,8,14,23213.07,1658.08,0,0
CUST_01735,37,Other,Bronze,72,16,3,1322.56,440.85,0,0
CUST_01736,29,M,Bronze,39,16,5,1831.49,366.30,2,0
CUST_01737,41,Other,Bronze,4,64,4,1673.91,418.48,0,1
CUST_01738,31,M,Bronze,24,64,2,862.12,431.06,1,1
CUST_01739,57,M,Platinum,23,47,30,57042.72,1901.42,0,0
CUST_01740,32,M,Silver,1,4,6,4149.36,691.56,1,0
CUST_01741,24,M,Silver,1,20,8,5237.03,654.63,0,0
CUST_01742,26,Other,Silver,1,17,4,2115.20,528.80,0,1
CUST_01743,34,M,Silver,3,5,6,5308.13,884.69,1,0
CUST_01744,39,Other,Gold,7,21,8,9311.47,1163.93,1,0
CUST_01745,35,F,Bronze,6,23,3,927.15,309.05,0,0
CUST_01746,,M,Silver,1,49,7,4726.64,675.23,0,1
CUST_01747,21,F,Silver,52,29,6,3785.73,630.96,1,0
CUST_01748,18,Other,Bronze,2,10,4,1515.24,378.81,1,0
CUST_01749,45,F,Gold,19,29,14,14740.14,1052.87,0,0
CUST_01750,26,F,Bronze,5,84,3,1009.33,336.44,0,1
CUST_01751,,Other,Silver,2,49,6,1918.02,319.67,0,1
CUST_01752,40,M,Silver,16,44,4,2202.56,550.64,1,0
CUST_01753,51,Other,Gold,5,25,21,26065.08,1241.19,0,0
CUST_01754,22,M,Bronze,6,15,1,378.59,378.59,2,0
CUST_01755,36,M,Silver,12,41,6,4151.03,691.84,0,0
CUST_01756,34,F,Silver,4,69,5,2476.56,495.31,1,1
CUST_01757,45,F,Bronze,11,23,5,2621.41,524.28,1,0
CUST_01758,48,Other,Gold,5,1,15,12610.86,840.72,0,0
CUST_01759,36,Other,Bronze,24,11,4,1602.73,400.68,0,0
CUST_01760,27,Other,Bronze,72,39,3,971.60,323.87,0,0
CUST_01761,33,F,Silver,10,3,5,2749.10,549.82,0,0
CUST_01762,44,F,Silver,1,5,4,1690.57,422.64,0,0
CUST_01763,32,M,Bronze,20,6,5,1251.94,250.39,0,0
CUST_01764,39,Other,Bronze,59,5,3,1207.93,402.64,0,0
CUST_01765,52,F,Gold,26,14,12,10914.15,909.51,1,0
CUST_01766,47,F,Platinum,19,6,34,74532.86,2192.14,0,0
CUST_01767,39,Other,Gold,13,14,13,14436.82,1110.52,0,0
CUST_01768,44,F,Bronze,19,9,5,2100.12,420.02,1,0
CUST_01769,41,F,Gold,29,50,10,8815.18,881.52,1,1
CUST_01770,31,M,Silver,3,28,6,3638.05,606.34,1,1
CUST_01771,42,Other,Gold,42,10,9,11897.57,1321.95,2,0
CUST_01772,35,F,Silver,18,19,6,3699.53,616.59,0,0
CUST_01773,18,Other,Gold,5,17,14,19686.00,1406.14,0,0
CUST_01774,52,F,Bronze,7,92,4,1639.14,409.79,0,1
CUST_01775,39,F,Silver,37,12,7,4042.66,577.52,2,1
CUST_01776,,M,Bronze,63,6,3,1015.74,338.58,0,0
CUST_01777,26,F,Silver,3,2,9,6422.79,713.64,1,0
CUST_01778,23,F,Silver,30,6,6,4117.83,686.30,2,1
CUST_01779,26,M,Silver,11,2,5,2750.38,550.08,0,0
CUST_01780,38,F,Bronze,43,39,2,402.57,201.28,0,0
CUST_01781,33,F,Bronze,19,3,3,1382.22,460.74,0,0
CUST_01782,37,Other,Bronze,9,19,3,916.36,305.45,0,1
CUST_01783,45,F,Bronze,5,57,4,1449.06,362.26,0,1
CUST_01784,39,F,Bronze,23,35,3,881.19,293.73,0,0
CUST_01785,59,Other,Bronze,26,11,4,1563.31,390.83,1,0
CUST_01786,34,M,Bronze,4,40,3,1294.96,431.65,0,0
CUST_01787,21,Other,Bronze,1,4,3,1201.73,400.58,0,0
CUST_01788,44,F,Silver,8,75,7,3644.44,520.63,0,1
CUST_01789,28,Other,Silver,12,16,10,7755.25,775.52,0,0
CUST_01790,18,Other,Bronze,2,60,3,1132.90,377.63,0,1
CUST_01791,30,Other,Silver,16,5,7,3447.23,492.46,1,0
CUST_01792,38,M,Gold,10,1,11,11766.61,1069.69,0,0
CUST_01793,52,Other,Silver,18,46,4,3008.58,752.14,0,0
CUST_01794,38,Other,Gold,24,32,17,11816.22,695.07,0,0
CUST_01795,36,F,Gold,6,8,22,24865.32,1130.24,0,0
CUST_01796,19,F,Silver,72,12,9,7251.17,805.69,0,0
